278,"[('i t', [1]), ('w o z', [1]), ('l ii - g @ l - iy', [1, 0, 0]), ('m oo', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('a z', [1]), ('k @ m - p eir d', [0, 1]), ('t uu', [0]), ('i t s', [1]), ('p r ii - d i - s e - s @', [1, 0, 2, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
280,"[('dh ii', [0]), ('oo lw - w ei z', [1, 0]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('k ei - t iy', [1, 0]), ('f r o m', [1]), ('b r i z - b @ n', [1, 0]), ('w e n t', [1]), ('f @', [0]), ('ei', [1]), ('ch ii p - @', [1, 0]), ('o p - sh n!', [1, 0]), ('a n d', [1]), ('w i p t', [1]), ('uh p', [1]), ('s uh m', [1]), ('s t ei k', [1]), ('f a jh - ii t - @ z', [0, 0, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
281,"[('h ii', [1]), ('w o z', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('i n', [1]), ('s e v - r @ lw', [1, 0]), ('f ii lw d z', [1]), ('o v', [1]), ('dh ii', [0]), ('aa t s', [1]), ('a n d', [1]), ('ei', [1]), ('v e - r iy', [1, 0]), ('i m - p r e s - i v', [0, 1, 0]), ('s ai @ n - t i s t', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
282,"[('w uh n', [1]), ('h i - s t oo - r iy @ n', [0, 1, 0]), ('o v', [1]), ('m o - d n!', [1, 0]), ('jh @@r - m @ - n iy', [1, 0, 0]), ('d i - s k r ai b d', [0, 1]), ('h i m', [1]), ('a z', [1]), ('dh @', [0]), ('m ou s t', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('a n - t iy', [1, 0]), ('n aa t - s iy', [1, 0]), ('i n', [1]), ('dh @', [0]), ('k a th - l i k', [1, 0]), ('h ai - r aa - k iy', [1, 2, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
283,"[('e - l iy @ t', [1, 0]), ('w o z', [1]), ('a n', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('@ - p ou - n @ n t', [0, 1, 0]), ('o v', [1]), ('@ - m e - r i - k @ n', [0, 1, 0, 0]), ('i m - p i@ - r iy @ l - i - z m!', [0, 1, 0, 2, 0]), ('oo lw - dh ou', [0, 1]), ('h ii', [1]), ('w o z', [1]), ('@ - p ou z d', [0, 1]), ('t uu', [0]), ('dh ii', [0]), ('e - jh uw - k ei - sh n!', [2, 0, 1, 0]), ('o v', [1]), ('w i - m i n', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
284,"[('w uh n', [1]), ('@@r - l iy', [1, 0]), ('a n d', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('k r i - t i k', [1, 0]), ('w o z', [1]), ('dh e n', [1]), ('t w e n - t iy', [1, 0]), ('th r ii', [1]), ('y i@', [1]), ('ou lw d', [1]), ('d ei - m @ n', [1, 0]), ('n ai t', [1])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
287,"[('v e - r iy', [1, 0]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('i n', [1]), ('f r ei m - i ng', [1, 0]), ('h i z', [1]), ('s e n - t @ n s - i z', [1, 0, 0]), ('a n d', [1]), ('ch uu z - i ng', [1, 0]), ('h i z', [1]), ('w @@r d z', [1]), ('v ei d - y aa jh - iy', [0, 0, 0]), ('i z', [1]), ('oo lw - s ou', [1, 0]), ('@ - f i - sh l! - iy', [0, 1, 0, 0]), ('dh @', [0]), ('m a - n i jh - @', [1, 0, 0]), ('o v', [1]), ('dh @', [0]), ('l ou - k @ lw', [1, 0]), ('k o - l i jh', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
288,"[('h i z', [1]), ('t r a n z - l ei - sh n! z', [0, 1, 0]), ('f r o m', [1]), ('l a - t i n', [1, 0]), ('aa', [1]), ('s t i lw', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('i g - z aa m - p l! z', [0, 1, 0]), ('o v', [1]), ('ei', [1]), ('g u d', [1]), ('uh n - d @ - s t a n d - i ng', [2, 0, 1, 0]), ('o v', [1]), ('dh @', [0]), ('l a ng - g w i jh', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
289,"[('h ii z', [1]), ('i n - k r e - d @ - b l iy', [0, 1, 0, 0]), ('w e lw', [1]), ('e - jh uw - k ei t - i d', [1, 0, 2, 0]), ('a n d', [1]), ('v e - r iy', [1, 0]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
290,"[('d aa lw', [0]), ('i z', [1]), ('dh @', [0]), ('m ou s t', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('k a - r i k - t @', [1, 0, 0]), ('i n', [1]), ('dh @', [0]), ('b u k', [1]), ('h ii', [1]), ('n @ - r ei t s', [0, 1]), ('n ai n - t ii n', [0, 1]), ('o v', [1]), ('dh @', [0]), ('f i f - t iy', [1, 0]), ('n ai n', [1]), ('ch a p - t @ z', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
298,"[('r aa - dh @', [1, 0]), ('p i n - h e d', [1, 3]), ('w o z', [1]), ('d i - p i k t - i d', [0, 1, 0]), ('a z', [1]), ('k w ai @ t', [1]), ('y e t', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('a n d', [1]), ('i n - t e - l i - jh @ n t', [0, 1, 0, 0]), ('d r oo - i ng', [1, 0]), ('i n - f l uw @ n s', [1, 0]), ('f r o m', [1]), ('k l a s - i k - l!', [1, 0, 0]), ('s i - n @ - m a - t i k', [2, 0, 1, 0]), ('d i - p i k - sh n! z', [0, 1, 0]), ('o v', [1]), ('k ow n t', [1]), ('d r a - k y uw - l @', [1, 0, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
304,"[('dh @', [0]), ('d i - s t r i k t', [1, 0]), ('h a z', [1]), ('ei', [1]), ('s t i - m y uw - l ei t - i ng', [1, 0, 2, 0]), ('a n d', [1]), ('ch a - l i n jh - i ng', [1, 0, 0]), ('a t - m @ - s f i@', [1, 0, 2]), ('w i dh', [1]), ('ei', [1]), ('k ei - p @ - b l!', [1, 0, 0]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('a n d', [1]), ('p r @ - f e - sh n! - @ lw', [0, 1, 0, 0]), ('s t aa f', [1])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
306,"[('h i z', [1]), ('f i - n i sh t', [1, 0]), ('d r oo - i ng', [1, 0]), ('a n d', [1]), ('p ei n t - i ng z', [1, 0]), ('aa', [1]), ('h ai - l iy', [1, 0]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('a n d', [1]), ('p r i - s ai s', [0, 1]), ('i n', [1]), ('dh @', [0]), ('w ei', [1]), ('h ii', [1]), ('r e n - d @ z', [1, 0]), ('f oo m z', [1])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
308,"[('h a n', [1]), ('z e d', [1]), ('ei ch', [1]), ('ei', [1]), ('ou', [1]), ('r uu l - @ z', [1, 0]), ('w @@r', [1]), ('oo lw', [1]), ('i k - s t r ii m - l iy', [0, 1, 0]), ('i n - t e - l i - jh @ n t', [0, 1, 0, 0]), ('a n d', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('b uh t', [1]), ('s uh m', [1]), ('l a k t', [1]), ('s e lw f', [1]), ('k @ n - t r ou lw', [0, 1]), ('a n d', [1]), ('d e - m @ n - s t r ei t - i d', [1, 0, 2, 0]), ('i k - s e s - i v', [0, 1, 0]), ('k r uu @ lw - t iy', [1, 0]), ('o n', [1]), ('dh @', [0]), ('b a - t l! - f ii lw d', [1, 0, 2])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
311,"[('a n', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('s p ii k - @', [1, 0]), ('h a n - s n! z', [1, 0]), ('m e - s i jh', [1, 0]), ('r ii ch t', [1]), ('oo - d iy @ n s - i z', [1, 0, 0]), ('th r uu - ow t', [3, 1]), ('dh @', [0]), ('y uw - n ai t - i d', [0, 1, 0]), ('s t ei t s', [1]), ('a n d', [1]), ('@ - r ow n d', [0, 1]), ('dh @', [0]), ('w @@r lw d', [1])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
312,"[('h ii', [1]), ('i z', [1]), ('n ou n', [1]), ('f @', [0]), ('h i z', [1]), ('v e - r iy', [1, 0]), ('k l i@', [1]), ('@ k - s e s - @ - b l!', [0, 1, 0, 0]), ('v oi s', [1]), ('i n - th y uu - z iy - a s t - i k', [0, 2, 0, 1, 0]), ('d i - l i - v @ r - iy', [0, 1, 0, 0]), ('a n d', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('y uu s', [1]), ('o v', [1]), ('dh ii', [0]), ('i ng - g l i sh', [1, 0]), ('l a ng - g w i jh', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
313,"[('dh @', [0]), ('h y uu - m @ n', [1, 0]), ('f i - g @', [1, 0]), ('@ - p i@ z', [0, 1]), ('f l e k s - @ - b l!', [1, 0, 0]), ('a n d', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
321,"[('s uh - aa th', [0, 0]), ('w o z', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('i n', [1]), ('a - r @ b - i k', [1, 0, 0]), ('f r e n ch', [1]), ('a n d', [1]), ('s p a - n i sh', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
322,"[('a z', [1]), ('ei', [1]), ('ch ai lw d', [1]), ('h ii', [1]), ('s t a - m @ d', [1, 0]), ('b uh t', [1]), ('p @ - z e s t', [0, 1]), ('@@r - l iy', [1, 0]), ('o n', [1]), ('ei', [1]), ('h ai', [1]), ('d i - g r ii', [0, 1]), ('o v', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('i n - t e - l i - jh @ n s', [0, 1, 0, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
323,"[('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('b r a k - iy - @ p - o d z', [0, 0, 0, 0]), ('aa', [1]), ('dh ou z', [1]), ('w i dh', [1]), ('h aa d', [1]), ('aa - t i - k y uw - l ei t - i d', [0, 1, 0, 2, 0]), ('sh e lw z', [1]), ('h e n s', [1]), ('dh @', [0]), ('t @@r m', [1]), ('w i dh', [1]), ('ei', [1]), ('s i m - p l!', [1, 0]), ('s e t', [1]), ('o v', [1]), ('ou - p @ n - i ng', [1, 0, 0]), ('a n d', [1]), ('k l ou z - i ng', [1, 0]), ('m uh - s l! z', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
324,"[('h ii', [1]), ('i z', [1]), ('p @@r - f i k t - l iy', [1, 0, 0]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('i n', [1]), ('b ou th', [1]), ('f r e n ch', [1]), ('a n d', [1]), ('i ng - g l i sh', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
326,"[('f r a ng k', [1]), ('k ii - t i ng', [1, 0]), ('r ou t', [1]), ('o v', [1]), ('h i z', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('l e - zh - l iy', [1, 0, 0]), ('k @ n - f ai d - i ng', [0, 1, 0]), ('k uh n - t r iy - m @ n z', [1, 0, 0]), ('b @@r', [1])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
327,"[('dh @', [0]), ('l i - t @ - r @ t', [1, 0, 0]), ('a n d', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('r i - s p o n s', [0, 1]), ('o v', [1]), ('dh ou z', [1]), ('i n - h a - b i t - @ n t s', [0, 1, 0, 0]), ('h uu', [1]), ('w i sh t', [1]), ('t uu', [0]), ('r i - m ei n', [0, 1]), ('i z', [1]), ('w e lw', [1]), ('d o - k y uw - m e n t - i d', [1, 0, 2, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
329,"[('m ii t - i ng z', [1, 0]), ('w @@r', [1]), ('f @@r s t', [1]), ('h e lw d', [1]), ('i n', [1]), ('b ou lw - t @ n', [1, 0]), ('a n d', [1]), ('l ei t - @', [1, 0]), ('m a n - ch e - s t @', [1, 0, 0]), ('w eir', [1]), ('dh ii', [0]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('p r ii ch - @', [1, 0]), ('jh ei n', [1]), ('w oo d - l iy', [0, 0]), ('@@r jh d', [1]), ('h @@r', [1]), ('f o - l ou @ z', [1, 0]), ('t uu', [0]), ('r i - p e n t', [0, 1])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
331,"[('b o s - t i k', [0, 0]), ('w o z', [1]), ('oo lw - w ei z', [1, 0]), ('w e lw', [1]), ('d r e s t', [1]), ('a n d', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('d y ur - r i ng', [1, 0]), ('i n - t @ - v y uu z', [1, 0, 3])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
333,"[('a n', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('p o - l @ - t i - sh n!', [2, 0, 1, 0]), ('uh p - e n d - r @', [0, 0, 0]), ('i n - jh oi d', [0, 1]), ('k oo - d iy @ lw', [1, 0]), ('r i - l ei - sh n! z', [0, 1, 0]), ('w i dh', [1]), ('m e - n iy', [1, 0]), ('s ii - n iy @', [1, 0]), ('p @ - l i - t i k - l!', [0, 1, 0, 0]), ('l ii d - @ z', [1, 0]), ('k uh t - i ng', [1, 0]), ('@ - k r o s', [0, 1]), ('p aa - t iy', [1, 0]), ('l ai n z', [1]), ('a t', [1]), ('dh @', [0]), ('n a sh - n l!', [1, 0]), ('l e - v l!', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
337,"[('dh i s', [1]), ('w @@r k', [1]), ('b i - l o ng z', [0, 1]), ('t uu', [0]), ('a n', [1]), ('i n - g ei jh d', [0, 1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('a n d', [1]), ('w e lw', [1]), ('f oo m d', [1]), ('k a th - l i k', [1, 0]), ('l ei @ - t iy', [1, 0]), ('i n - d ow d', [0, 1]), ('w i dh', [1]), ('ei', [1]), ('s t r o ng', [1]), ('s e n s', [1]), ('v i s', [1]), ('ei', [1]), ('v i s', [1]), ('dh @', [0]), ('d o - m i - n @ n t', [1, 0, 0]), ('k uh lw - ch @', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
339,"[('uh n - l ai k', [0, 1]), ('dh @', [0]), ('k o - m i k s', [1, 0]), ('h ii', [1]), ('i z', [1]), ('a n', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('s p ii k - @', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
343,"[('a th - ai r - iy z', [0, 0, 0]), ('i z', [1]), ('dh @', [0]), ('t ai p', [1]), ('jh ii - n @ s', [1, 0]), ('f @', [0]), ('dh ii', [0]), ('a th - ai r - i d - i d - ai', [0, 0, 0, 0, 0]), ('w i ch', [1]), ('b i - l o ng z', [0, 1]), ('t uu', [0]), ('dh ii', [0]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('oo - d @', [1, 0]), ('a th - ai r - i d - i d - @', [0, 0, 0, 0, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
344,"[('dh @', [0]), ('s ei m', [1]), ('t e n', [1]), ('d i - jh i t s', [1, 0]), ('aa', [1]), ('y uu s t', [1]), ('t uu', [0]), ('r i - k oo d', [0, 1]), ('oo lw', [1]), ('aa - t i - k y uw - l ei t', [0, 1, 0, 0]), ('s ow n d z', [1]), ('uh - t @ d', [1, 0]), ('b ai', [1]), ('h ou - m ou', [1, 0]), ('s ei - p iy @ n z', [1, 0])]","('aa - t i - k y uw - l @ t', [0, 1, 0, 0])"
