homograph,word acc,phone acc,stress acc,syl acc,count
TEAR,0.8888888888888888,0.8888888888888888,1.0,1.0,9
DESERT,1.0,1.0,1.0,1.0,11
ADDICT,1.0,1.0,1.0,1.0,10
JESUS,1.0,1.0,1.0,1.0,9
COORDINATE,1.0,1.0,1.0,1.0,10
PROJECT,1.0,1.0,1.0,1.0,12
AUGUST,1.0,1.0,1.0,1.0,16
DEFECT,1.0,1.0,1.0,1.0,10
DIFFUSE,1.0,1.0,1.0,1.0,10
WIND,1.0,1.0,1.0,1.0,12
HOUSE,1.0,1.0,1.0,1.0,12
ALTERNATE,1.0,1.0,1.0,1.0,11
BOLOGNA,1.0,1.0,1.0,1.0,8
SUBORDINATE,1.0,1.0,1.0,1.0,8
EXPATRIATE,1.0,1.0,1.0,1.0,9
INCREMENT,0.9090909090909091,0.9090909090909091,1.0,1.0,11
DISCOUNT,1.0,1.0,1.0,1.0,12
SUBJECT,1.0,1.0,1.0,1.0,14
PIGMENT,1.0,1.0,1.0,1.0,7
USES,0.9285714285714286,0.9285714285714286,1.0,1.0,14
CLOSE,1.0,1.0,1.0,1.0,9
IMPORT,0.9,1.0,0.9,1.0,10
CONTENT,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.0,12
READ,0.5,0.5,1.0,1.0,16
ANIMATE,1.0,1.0,1.0,1.0,9
DELIBERATE,0.9,0.9,1.0,1.0,10
APPROXIMATE,0.8571428571428571,0.8571428571428571,1.0,1.0,7
COMBINE,1.0,1.0,1.0,1.0,9
DOCUMENT,1.0,1.0,1.0,1.0,7
CONSUMMATE,1.0,1.0,1.0,1.0,6
CONDUCT,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,9
PERFUME,0.9,0.9,0.9,1.0,10
INSERT,1.0,1.0,1.0,1.0,8
MOUTH,1.0,1.0,1.0,1.0,10
BUFFET,1.0,1.0,1.0,1.0,10
TRANSFORM,0.8333333333333334,1.0,0.8333333333333334,1.0,6
ABUSE,1.0,1.0,1.0,1.0,10
MODERATE,1.0,1.0,1.0,1.0,10
CELTIC,0.8888888888888888,0.8888888888888888,1.0,1.0,9
MINUTE,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,12
CONSORT,1.0,1.0,1.0,1.0,6
RAVEL,0.875,0.875,0.875,1.0,8
RECORD,1.0,1.0,1.0,1.0,7
LIVES,0.7857142857142857,0.7857142857142857,1.0,1.0,14
USE,0.8333333333333334,0.8333333333333334,1.0,1.0,24
ARTICULATE,1.0,1.0,1.0,1.0,8
PROTEST,1.0,1.0,1.0,1.0,7
REFUSE,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,11
DISCHARGE,1.0,1.0,1.0,1.0,12
EXPLOIT,1.0,1.0,1.0,1.0,9
CONGLOMERATE,0.8888888888888888,0.8888888888888888,1.0,1.0,9
ANALYSES,1.0,1.0,1.0,1.0,9
EXPORT,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,14
INTIMATE,1.0,1.0,1.0,1.0,10
POSTULATE,0.9,0.9,1.0,1.0,10
POLISH,1.0,1.0,1.0,1.0,10
LIVE,0.8461538461538461,0.8461538461538461,1.0,1.0,13
OBJECT,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,14
LEAD,0.6,0.6,1.0,1.0,15
CONVERT,1.0,1.0,1.0,1.0,10
LEARNED,1.0,1.0,1.0,1.0,9
EXCUSE,0.9,0.9,1.0,1.0,10
EXPOSE,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,9
INVALID,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,11
CONTRACT,1.0,1.0,1.0,1.0,8
BLESSED,1.0,1.0,1.0,1.0,8
WOUND,0.5,0.5,1.0,1.0,8
CONSCRIPT,1.0,1.0,1.0,1.0,10
CONTRAST,0.9,0.9,0.9,1.0,10
IMPACT,0.8888888888888888,1.0,0.8888888888888888,1.0,9
CONFLICT,1.0,1.0,1.0,1.0,9
DECREASE,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0,11
WINDS,1.0,1.0,1.0,1.0,12
AFFECT,1.0,1.0,1.0,1.0,8
READING,0.8,0.8,1.0,1.0,10
AFFILIATE,1.0,1.0,1.0,1.0,4
RECOUNT,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,7
NESTLE,0.5714285714285714,0.5714285714285714,1.0,1.0,7
DEVIATE,1.0,1.0,1.0,1.0,10
RESUME,1.0,1.0,1.0,1.0,11
REFUND,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,6
CORRELATE,0.9,0.9,1.0,1.0,10
MATE,1.0,1.0,1.0,1.0,11
IMPLANT,0.9090909090909091,1.0,0.9090909090909091,1.0,11
DELEGATE,1.0,1.0,1.0,1.0,10
SAKE,0.9,0.9,0.9,0.9,10
ABUSES,0.8888888888888888,0.8888888888888888,1.0,1.0,9
LAMINATE,0.8888888888888888,0.8888888888888888,1.0,1.0,9
CONFINES,1.0,1.0,1.0,1.0,10
ELABORATE,1.0,1.0,1.0,1.0,9
ORNAMENT,1.0,1.0,1.0,1.0,9
AGGREGATE,1.0,1.0,1.0,1.0,8
CONSOLE,0.9,0.9,0.9,1.0,10
INCENSE,1.0,1.0,1.0,1.0,11
