homograph,word acc,phone acc,stress acc,syl acc,count
RODEO,1.0,1.0,1.0,1.0,12
CELTIC,1.0,1.0,1.0,1.0,8
DELEGATE,1.0,1.0,1.0,1.0,10
ATTRIBUTE,1.0,1.0,1.0,1.0,9
CONTENT,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,12
CONDUCT,1.0,1.0,1.0,1.0,9
TEAR,0.8888888888888888,0.8888888888888888,1.0,1.0,9
DUPLICATE,1.0,1.0,1.0,1.0,10
ABUSES,1.0,1.0,1.0,1.0,9
READ,0.8125,0.8125,1.0,1.0,16
MOPED,1.0,1.0,1.0,1.0,7
ELABORATE,1.0,1.0,1.0,1.0,9
GRADUATE,1.0,1.0,1.0,1.0,8
COMBINE,1.0,1.0,1.0,1.0,9
INVITE,1.0,1.0,1.0,1.0,9
DEFECT,0.9,0.9,0.9,1.0,10
MISUSE,1.0,1.0,1.0,1.0,7
ORNAMENT,1.0,1.0,1.0,1.0,9
CONVERT,1.0,1.0,1.0,1.0,10
ARTICULATE,1.0,1.0,1.0,1.0,8
APPROPRIATE,1.0,1.0,1.0,1.0,11
TRANSPLANT,1.0,1.0,1.0,1.0,9
AFFILIATE,1.0,1.0,1.0,1.0,4
FRAGMENT,1.0,1.0,1.0,1.0,7
ENTRANCE,1.0,1.0,1.0,1.0,10
POLISH,1.0,1.0,1.0,1.0,10
DELIBERATE,1.0,1.0,1.0,1.0,10
LEARNED,1.0,1.0,1.0,1.0,9
MINUTE,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,11
PROJECT,1.0,1.0,1.0,1.0,12
PRODUCE,1.0,1.0,1.0,1.0,13
USE,0.875,0.875,1.0,1.0,24
WOUND,0.875,0.875,1.0,1.0,8
EXPLOIT,1.0,1.0,1.0,1.0,9
CONSORT,1.0,1.0,1.0,1.0,6
CONGLOMERATE,0.8888888888888888,0.8888888888888888,1.0,1.0,9
CONVICT,1.0,1.0,1.0,1.0,9
ABSTRACT,1.0,1.0,1.0,1.0,9
TRANSPORT,1.0,1.0,1.0,1.0,10
PRESENT,1.0,1.0,1.0,1.0,14
SEPARATE,1.0,1.0,1.0,1.0,9
INSTRUMENT,1.0,1.0,1.0,1.0,8
DIAGNOSES,1.0,1.0,1.0,1.0,9
INCENSE,1.0,1.0,1.0,1.0,11
SAKE,0.7,0.7,0.7,0.7,10
CONSCRIPT,1.0,1.0,1.0,1.0,10
DISCARD,1.0,1.0,1.0,1.0,10
ESTIMATE,1.0,1.0,1.0,1.0,9
SUBORDINATE,1.0,1.0,1.0,1.0,7
DOCUMENT,1.0,1.0,1.0,1.0,7
LAMINATE,1.0,1.0,1.0,1.0,8
CONSOLE,0.9,0.9,0.9,1.0,10
RESUME,1.0,1.0,1.0,1.0,11
WIND,0.9166666666666666,0.9166666666666666,1.0,1.0,12
UPSET,1.0,1.0,1.0,1.0,10
ADDICT,1.0,1.0,1.0,1.0,10
IMPLANT,1.0,1.0,1.0,1.0,11
LIVE,1.0,1.0,1.0,1.0,13
COMPACT,1.0,1.0,1.0,1.0,8
SUSPECT,0.875,0.875,0.875,1.0,8
CONTRAST,1.0,1.0,1.0,1.0,10
