homograph,word acc,phone acc,stress acc,syl acc,count
CONTEST,0.8,0.8,0.8,1.0,10
IMPLANT,0.8181818181818182,1.0,0.8181818181818182,1.0,11
ABUSE,1.0,1.0,1.0,1.0,10
WIND,0.9166666666666666,0.9166666666666666,1.0,1.0,12
PASTY,0.6666666666666666,0.6666666666666666,1.0,1.0,9
DELEGATE,1.0,1.0,1.0,1.0,10
CORRELATE,0.9,0.9,1.0,1.0,10
AUGUST,1.0,1.0,1.0,1.0,16
NESTLE,1.0,1.0,1.0,1.0,7
BOLOGNA,1.0,1.0,1.0,1.0,8
AFFECT,1.0,1.0,1.0,1.0,8
SEPARATE,0.8888888888888888,0.8888888888888888,1.0,1.0,9
IMPORT,1.0,1.0,1.0,1.0,10
IMPACT,1.0,1.0,1.0,1.0,9
JESUS,1.0,1.0,1.0,1.0,9
BASS,0.8181818181818182,0.8181818181818182,1.0,1.0,11
ADDICT,1.0,1.0,1.0,1.0,10
INITIATE,1.0,1.0,1.0,1.0,7
TRANSPLANT,1.0,1.0,1.0,1.0,9
ATTRIBUTE,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,9
USES,1.0,1.0,1.0,1.0,14
DISCOUNT,1.0,1.0,1.0,1.0,12
